,title,ingredients,instructions,picture_link,nutrition_text
0,Chef John's Lemon Bars,"['1 cup all-purpose flour', '½ cup unsalted butter at room temperature', ""¼ cup confectioners' sugar"", '¼ teaspoon vanilla extract', '¼ teaspoon salt', '2  large eggs', '1  large egg yolk', '1 cup white sugar', '2 tablespoons all-purpose flour', '¼ cup freshly squeezed lemon juice', '1 tablespoon freshly grated lemon zest', ""1 teaspoon confectioners' sugar, or to taste""]","['Place an oven rack into middle position in oven and preheat oven to 350 degrees F (175 degrees C). Lightly oil an 8x8-inch baking dish.', ""Place 1 cup flour and butter in a mixing bowl and mash with the back of a spatula or wooden spoon until thoroughly combined. Mix in 1/4 cup confectioners' sugar, vanilla extract, and salt; mash mixture together until mixture looks like a slightly crumbly cookie dough."", 'Moisten your fingers with a little water and press dough into bottom of prepared baking dish. Use a fork to prick holes all over the crust.', 'Bake crust on center rack in the preheated oven until crust edges are barely golden brown, 22 minutes.', 'Beat eggs and egg yolks together in a bowl; whisk in white sugar and 2 tablespoons flour until smooth. Add lemon juice and lemon zest; whisk for 2 minutes. Pour lemon custard over crust.', ""Bake on center rack until custard is set and top has a thin white sugary crust, 25 minutes. Let cool completely before cutting into bars. Dip knife into very hot water, run around the edge, and cut into 16 squares. Dust cookies with 1 teaspoon confectioners' sugar.""]",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4539518.jpg,"153 calories; protein 1.9g; carbohydrates 21.8g; fat 6.7g; cholesterol 51.3mg; sodium 46.6mg.
                                Full Nutrition"
1,Deluxe Corned Beef Hash,"['2 tablespoons butter', '2 tablespoons extra-virgin olive oil', '1 large onion, chopped', '5 large Yukon Gold potatoes, peeled and cut into 1/4-inch cubes', '1 large carrot, coarsely shredded', '2 pounds cooked corned beef, cubed', '2 tablespoons chopped fresh parsley', '¼ teaspoon dried thyme leaves', '1 pinch salt to taste', '½ teaspoon ground black pepper, or to taste']","['Melt butter with the olive oil in a large skillet over medium heat, and cook the onion just until it begins to brown, about 8 minutes; stir in the potatoes and carrot, and cook until tender, about 15 minutes, stirring occasionally. Stir in the cubed corned beef, parsley, thyme, salt, and pepper. Let the mixture cook until hash is crisp and browned, stirring often, 10 to 15 more minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F1033249144001%2Fda68f5a4-2eb4-4597-b9af-18a662c652aa%2F08dd66da-9188-4f57-8da3-15f962c44716%2F1280x720%2Fmatch%2Fimage.jpg,"320 calories; protein 24.7g; carbohydrates 24.6g; fat 14.1g; cholesterol 81.5mg; sodium 1559.4mg.
                                Full Nutrition"
2,Fondant Potatoes,"['3 large whole russet potatoes', '2 tablespoons high-heat-resistant vegetable oil, such as grapeseed oil', 'salt and ground black pepper to taste', '3 tablespoons butter', '4 sprigs thyme, plus more for garnish', '½ cup chicken broth, or more as needed']","['Preheat oven to 425 degrees F (220 degrees C).', 'Cut off ends of russet potatoes, stand potatoes on end, and peel potatoes from top to bottom with a sharp knife to make each potato into a uniform cylinder. Cut each cylinder in half crosswise to make 6 potato cylinders about 2 inches long.', 'Place potatoes into a bowl of cold water for about 5 minutes to remove starch from outsides; pat dry with paper towels.', 'Place a heavy oven-proof skillet (such as a cast iron skillet) over high heat. Pour in vegetable oil; heat oil until it shimmers slightly.', 'Place potato cylinders with best-looking ends into the hot oil, lower heat to medium-high, and pan-fry potatoes until well-browned, 5 to 6 minutes. Season with salt and black pepper.', 'Flip the potatoes onto the opposite ends. As they cook, use a paper towel held with tongs to carefully blot out the oil from the skillet. Add butter and thyme sprigs to skillet.', 'Pick up a thyme sprig with tongs and use it to paint butter over the top of the potatoes. Cook until butter foams and foam turns from white to a pale tan color. Season with more salt and pepper. Pour chicken stock into skillet.', ""Transfer skillet to preheated oven and cook until potatoes are tender and creamy inside, about 30 minutes. If potatoes aren't tender, add 1/4 cup more stock and let cook 10 more minutes."", 'Place potatoes on a serving platter and spoon thyme-scented butter remaining in skillet over potatoes. Garnish with thyme sprigs. Let cool about 5 minutes before serving.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7186573.jpg,"239 calories; protein 4.1g; carbohydrates 33.5g; fat 10.5g; cholesterol 15.8mg; sodium 173mg.
                                Full Nutrition"
3,Pan-Seared Tilapia,"['4 (4 ounce) fillets tilapia', 'salt and pepper to taste', '½ cup all-purpose flour', '1 tablespoon olive oil', '2 tablespoons unsalted butter, melted']","['Rinse tilapia fillets in cold water and pat dry with paper towels. Season both sides of each fillet with salt and pepper. Place the flour in a shallow dish; gently press each fillet into the flour to coat and shake off the excess flour.', 'Heat the olive oil in a skillet over medium-high heat; cook the tilapia in the hot oil until the fish flakes easily with a fork, about 4 minutes per side. Brush the melted butter onto the tilapia in the last minute before removing from the skillet. Serve immediately.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F681641.jpg,"249 calories; protein 24.6g; carbohydrates 11.9g; fat 10.8g; cholesterol 56.3mg; sodium 50.9mg.
                                Full Nutrition"
4,Creamy Coconut Cake,"['1 (16 ounce) package white cake mix', '1 (14 ounce) can cream of coconut', '1 (14 ounce) can sweetened condensed milk', '1 (16 ounce) container frozen whipped topping, thawed', '1 (10 ounce) package flaked coconut']","['Prepare cake according to package directions.  Bake in a 9x13 inch pan.  Cool completely.', 'In a small bowl combine cream of coconut and condensed milk.', 'Poke holes in cake with a straw.  Pour milk mixture over cake and spread with whipped topping.  Sprinkle coconut over cake.', 'Serve chilled.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3451165.jpg,"606 calories; protein 5.8g; carbohydrates 85g; fat 28.2g; cholesterol 11.1mg; sodium 377mg.
                                Full Nutrition"
5,Easy Pressure Cooker Pot Roast,"['2 tablespoons vegetable oil', '1 (3 pound) boneless beef chuck roast, trimmed', 'ground black pepper to taste', '1 pinch seasoned salt, or to taste', '1 pinch onion powder, or to taste', '1 (14.5 ounce) can beef broth', '1\u2009½ tablespoons Worcestershire sauce', '1 large onion, cut into 4 wedges', '4  carrots, peeled and cut into bite-size pieces', '4 large potatoes, peeled and cut into bite-size pieces']","['Heat oil in a pressure cooker over medium-high heat. Brown roast on all sides in the hot oil; season with pepper, seasoned salt, and onion powder.', 'Pour in beef broth and Worcestershire sauce, add the quartered onion, and seal the lid. Bring the cooker up to full pressure. Reduce heat to low, maintaining full pressure, and cook for 30 minutes.', 'Use the quick-release method to lower the pressure. Mix in carrots and potatoes, seal the lid again, and return the pressure cooker to the heat. Bring the cooker up to full pressure and cook for an additional 15 minutes. Use the quick-release method again and transfer the roast and vegetables to a serving dish.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3553277.jpg,"450 calories; protein 25.1g; carbohydrates 38.3g; fat 21.8g; cholesterol 77.5mg; sodium 310.6mg.
                                Full Nutrition"
6,Fluffy Peanut Butter Frosting,"['½ cup butter, softened', '1 cup creamy peanut butter', '3 tablespoons milk, or as needed', ""2 cups confectioners' sugar""]","['Place the butter and peanut butter into a medium bowl, and beat with an electric mixer. Gradually mix in the sugar, and when it starts to get thick, incorporate milk one tablespoon at a time until all of the sugar is mixed in and the frosting is thick and spreadable. Beat for at least 3 minutes for it to get good and fluffy.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3156506.jpg,"208 calories; protein 4.2g; carbohydrates 18.9g; fat 14g; cholesterol 15.5mg; sodium 116.2mg.
                                Full Nutrition"
7,Ten Minute Enchilada Sauce,"['¼ cup vegetable oil', '2 tablespoons self-rising flour', '¼ cup New Mexico or California chili powder', '1 (8 ounce) can tomato sauce', '1\u2009½ cups water', '¼ teaspoon ground cumin', '¼ teaspoon garlic powder', '¼ teaspoon onion salt', 'salt to taste']","['Heat oil in a skillet over medium-high heat. Stir in flour and chili powder, reduce heat to medium, and cook until lightly brown, stirring constantly to prevent burning flour.', 'Gradually stir in tomato sauce, water, cumin, garlic powder, and onion salt into the flour and chili powder until smooth, and continue cooking over medium heat approximately 10 minutes, or until thickened slightly. Season to taste with salt.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4575029.jpg,"116 calories; protein 1.4g; carbohydrates 7g; fat 10.1g; sodium 408.4mg.
                                Full Nutrition"
8,Black Beans and Rice,"['1 teaspoon olive oil', '1  onion, chopped', '2 cloves garlic, minced', '¾ cup uncooked white rice', '1\u2009½ cups low sodium, low fat vegetable broth', '1 teaspoon ground cumin', '¼ teaspoon cayenne pepper', '3\u2009½ cups canned black beans, drained']","['In a stockpot over medium-high heat, heat the oil. Add the onion and garlic and saute for 4 minutes. Add the rice and saute for 2 minutes.', 'Add the vegetable broth, bring to a boil, cover and lower the heat and cook for 20 minutes. Add the spices and black beans.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2119665.jpg,"140 calories; protein 6.3g; carbohydrates 27.1g; fat 0.9g; sodium 354.4mg.
                                Full Nutrition"
9,Tzatziki Sauce,"['2 (8 ounce) containers plain yogurt', '2  cucumbers - peeled, seeded and diced', '2 tablespoons olive oil', '½  lemon, juiced', 'salt and pepper to taste', '1 tablespoon chopped fresh dill', '3 cloves garlic, peeled']","['In a food processor or blender, combine yogurt, cucumber, olive oil, lemon juice, salt, pepper, dill and garlic.  Process until well-combined.  Transfer to a separate dish, cover and refrigerate for at least one hour for best flavor.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F652698.jpg,"75 calories; protein 3.4g; carbohydrates 6.4g; fat 4.4g; cholesterol 3.4mg; sodium 41.5mg.
                                Full Nutrition"
