,title,ingredients,instructions,picture_link,nutrition_text
0,Awesome and Easy Creamy Corn Casserole,"['½ cup butter, melted', '2  eggs, beaten', '1 (8.5 ounce) package dry corn bread mix', '1 (15 ounce) can whole kernel corn, drained', '1 (14.75 ounce) can creamed corn', '1 cup sour cream']","['Preheat oven to 350 degrees F (175 degrees C), and lightly grease a 9x9 inch baking dish.', 'In a medium bowl, combine butter, eggs, corn bread mix, whole and creamed corn and sour cream. Spoon mixture into prepared dish.', 'Bake for 45 minutes in the preheated oven, or until the top is golden brown.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F964200.jpg,"376 calories; protein 7.3g; carbohydrates 40.4g; fat 22.4g; cholesterol 90.4mg; sodium 897.3mg.
                                Full Nutrition"
1,Funnel Cakes,"['8 cups vegetable oil for frying', '1\u2009½ cups milk', '2  eggs', '2 cups all-purpose flour', '1 teaspoon baking powder', '½ teaspoon ground cinnamon', '½ teaspoon salt', ""¾ cup confectioners' sugar""]","['In a deep-fryer, or heavy skillet, heat oil to 375 degrees F (190 degrees C).', 'In a large bowl, beat milk and eggs together. Combine flour, baking powder, cinnamon and salt. Stir into the egg mixture until smooth.', ""While covering the funnel hole with one hand, pour in 1 cup of batter. Start from the center in a swirling motion to make a 6 or 7 inch round. Fry on both sides until golden brown. Remove and drain on paper towels. Sprinkle with confectioners' sugar and serve warm.""]",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3754780.jpg,"524 calories; protein 8.4g; carbohydrates 50g; fat 32.6g; cholesterol 66.9mg; sodium 303.1mg.
                                Full Nutrition"
2,Apple Turnovers,"['2 tablespoons lemon juice', '4 cups water', '4  Granny Smith apples - peeled, cored and sliced', '2 tablespoons butter', '1 cup brown sugar', '1 teaspoon ground cinnamon', '1 tablespoon cornstarch', '1 tablespoon water', '1 (17.25 ounce) package frozen puff pastry sheets, thawed', ""1 cup confectioners' sugar"", '1 tablespoon milk', '1 teaspoon vanilla extract']","['Combine the lemon and 4 cups water in a large bowl. Place the sliced apples in the water to keep them from browning.', 'Melt butter in a large skillet over medium heat. Drain water from apples, and place them into the hot skillet. Cook and stir for about 2 minutes. Add brown sugar, and cinnamon, and cook, stirring, for 2 more minutes. Stir together cornstarch and 1 tablespoon water. Pour into the skillet, and mix well. Cook for another minute, or until sauce has thickened. Remove from heat to cool slightly.', 'Preheat the oven to 400 degrees F (200 degrees C).', 'Unfold puff pastry sheets, and repair any cracks by pressing them back together. Trim each sheet into a square. Then cut each larger square into 4 smaller squares. Spoon apples onto the center of each squares. Fold over from corner to corner into a triangle shape, and press edges together to seal. Place turnovers on a baking sheet, leaving about 1 inch between them.', 'Bake for 25 minutes in the preheated oven, until turnovers are puffed and lightly browned. Cool completely before glazing.', ""To make the glaze, mix together the confectioners' sugar, milk and vanilla in a small bowl. Adjust the thickness by adding more sugar or milk if necessary. Drizzle glaze over the cooled turnovers.""]",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F690385.jpg,"562 calories; protein 4.8g; carbohydrates 80g; fat 25.9g; cholesterol 7.8mg; sodium 183.9mg.
                                Full Nutrition"
3,Ultimate Frozen Strawberry Margarita,"['6 fluid ounces tequila', '2 fluid ounces triple sec', '8 ounces frozen sliced strawberries in syrup', '4 fluid ounces frozen limeade concentrate']",['Fill a blender with ice and crush. Pour in the tequila and triple sec. Add the strawberries and limeade. Blend for 30 seconds or until smooth. Serve in margarita glasses with the rims dipped in powdered sugar.'],https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F234705.jpg,"295 calories; protein 0.3g; carbohydrates 43.8g; fat 0.1g; cholesterol 0mg; sodium 3.1mg.
                                Full Nutrition"
4,Just Like Wendy's® Chili,"['2 tablespoons olive oil', '2 pounds ground beef', '2 stalks celery, chopped', '1  onion, chopped', '1  green bell pepper, chopped', '3 (14 ounce) cans stewed tomatoes', '1 (10 ounce) can diced tomatoes with green chiles (such as RO*TEL)', '1 (14 ounce) can tomato sauce', '1 cup water', '2 (1.25 ounce) packages chili seasoning (such as McCormick® Mild Chili Seasoning Mix)', '1 (14 ounce) can kidney beans, undrained', '1 (14 ounce) can pinto beans, undrained', 'salt and ground black pepper to taste', '1 tablespoon white vinegar, or more to taste']","['Heat olive oil in a large pot over medium-high heat. Press ground beef into the hot oil to form one large patty; let the bottom brown, 8 to 10 minutes. Stir and break the ground beef into crumbles and cook until no longer pink, about 5 more minutes.', 'Stir celery, onion, and green bell pepper into ground beef and cook until onion is translucent, about 5 minutes; pour in stewed tomatoes, diced tomatoes with green chiles, tomato sauce, and water. Break apart large chunks of stewed tomatoes. Stir in chili seasoning.', 'Mix kidney beans and pinto beans into chili, season with salt and black pepper, and bring to a boil. Reduce heat to low and simmer for 1 hour. Mix vinegar into chili.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6278897.jpg,"326 calories; protein 22.6g; carbohydrates 28.8g; fat 14.8g; cholesterol 55.1mg; sodium 1521mg.
                                Full Nutrition"
5,Cheesy-Crust Skillet Pizza,"['1\u2009½ cups shredded part-skim mozzarella cheese', '5  cherry tomatoes, thinly sliced', '2 tablespoons torn fresh basil leaves', '4  small fresh mozzarella balls (bocconcini), thinly sliced']","['Heat a 10-inch non-stick skillet over medium-high heat. Sprinkle shredded mozzarella cheese evenly into hot skillet; cook until cheese is melted, 2 to 3 minutes.', 'Arrange tomato slices, basil leaves, and fresh mozzarella slices on the melted cheese, leaving space for a ""crust"" to form; cook until top is bubbling and edges are browned, 2 to 3 minutes.', 'Remove skillet from heat and loosen pizza with a spatula. Gently slice pizza onto a cutting board; cool for 1 minute before slicing.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2612551.jpg,"385 calories; protein 31g; carbohydrates 6.4g; fat 25.6g; cholesterol 98.2mg; sodium 608.5mg.
                                Full Nutrition"
6,Sweet and Sour Pork III,"['1 pound pork butt, cut into 1 inch cubes', '1 teaspoon salt', '¼ teaspoon white sugar', '1 teaspoon soy sauce', '1  egg white', '2  green onions, chopped', '1 quart vegetable oil for frying', '½ cup cornstarch', '1 tablespoon vegetable oil', '3 stalks celery, cut into 1/2 inch pieces', '1 medium green bell pepper, cut into 1 inch pieces', '1  medium onion, cut into wedges', 'white sugar to taste', 'salt to taste', '1 cup water', '¼ teaspoon salt', '¾ cup white sugar', '⅓ cup apple cider vinegar', '¼ cup ketchup', '½ teaspoon soy sauce', '1 (8 ounce) can pineapple chunks, undrained', '2 tablespoons cornstarch', '¼ cup water']","['Place cubed pork in a medium bowl, and season with 1 teaspoon salt, 1/4 teaspoon sugar, and 1 teaspoon soy sauce. Mix in the egg white and green onions. Cover, and place in the refrigerator at least 1 hour.', 'Heat 1 quart oil to 365 degrees F (185 degrees C) in a large, heavy saucepan or deep fryer.', 'Coat the pork with 1/2 cup cornstarch, and fry in the heated oil about 10 minutes, until evenly browned. Drain on paper towels.', 'Heat 1 tablespoon oil in a wok over medium heat. Stir in the celery, green bell pepper, and onion, and cook until tender. Season with salt and sugar. Remove from heat, and set aside.', 'In a large saucepan, mix 1 cup water, 1/4 teaspoon salt, 3/4 cup sugar, apple cider vinegar, ketchup, and 1/2 teaspoon soy sauce. Bring to a boil, and stir in the cooked pork, celery mixture, and the pineapple chunks with juice. Return to boil, and mix in 2 tablespoons cornstarch and 1/4 cup water to thicken. Cook until well blended.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F265130.jpg,"663 calories; protein 13.9g; carbohydrates 74.7g; fat 35g; cholesterol 42.6mg; sodium 1085.4mg.
                                Full Nutrition"
7,Easy Indian Butter Chicken,"['1 cup butter, divided', '1  onion, minced', '1 tablespoon minced garlic', '1 (15 ounce) can tomato sauce', '3 cups heavy cream', '2 teaspoons salt', '1 teaspoon cayenne pepper', '1 teaspoon garam masala', '1\u2009½ pounds skinless, boneless chicken breast, cut into bite-sized chunks', '2 tablespoons vegetable oil', '2 tablespoons tandoori masala']","['Preheat oven to 375  degrees F (190 degrees C).', 'Melt a few tablespoons of butter in a skillet over medium heat. Stir in onion and garlic, and cook slowly until the onion caramelizes to a dark brown, about 15 minutes.', 'Meanwhile melt the remaining butter in a saucepan over medium-high heat along with the tomato sauce, heavy cream, salt, cayenne pepper, and garam masala. Bring to a simmer, then reduce heat to medium-low; cover, and simmer for 30 minutes, stirring occasionally. Then stir in caramelized onions.', 'While the sauce is simmering, toss cubed chicken breast with vegetable oil until coated, then season with tandoori masala and spread out onto a baking sheet.', 'Bake chicken in preheated oven until no longer pink in the center, about 12 minutes. Once done, add the chicken to the sauce and simmer for 5 minutes before serving.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2180712.jpg,"880 calories; protein 26.4g; carbohydrates 12.8g; fat 82.3g; cholesterol 302.9mg; sodium 1461mg.
                                Full Nutrition"
8,Spinach and Chicken Casserole,"['2 cups cubed boneless chicken breast', '1 cup Italian salad dressing, or as needed', '½ teaspoon garlic powder', '¼ teaspoon lemon pepper', '1 (8 ounce) package fresh spinach', '2 (8 ounce) packages cream cheese, softened', '½ cup chopped fresh chives', '¼ cup olive oil', '1 clove garlic, minced', '1 pinch salt and ground black pepper to taste', '2 cups chicken broth', '1 cup shredded mozzarella cheese']","['Place chicken in a bowl and pour in enough Italian salad dressing to coat. Marinate in the refrigerator, 2 to 3 hours.', 'Preheat oven to 375 degrees F (190 degrees C).', 'Drain and discard marinade from chicken and season chicken with garlic powder and lemon pepper. Transfer seasoned chicken to a casserole dish. Layer spinach over chicken.', 'Mix cream cheese, chives, olive oil, garlic, salt, and pepper together in a bowl. Slowly pour chicken broth into cream cheese mixture, stirring until mixture is smooth; pour over chicken and spinach. Cover casserole dish with aluminum foil.', 'Bake in the preheated oven for 20 minutes. Remove foil and top chicken mixture with mozzarella cheese; cook until chicken is no longer pink in the center and cheese is melted, 15 to 20 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1974935.jpg,"601 calories; protein 27.5g; carbohydrates 8.8g; fat 51.3g; cholesterol 138.4mg; sodium 1417.8mg.
                                Full Nutrition"
9,Mai Tai,"['1 (1.5 fluid ounce) jigger spiced rum', '½ (1.5 fluid ounce) jigger coconut-flavored rum', '1 teaspoon grenadine syrup', '3 fluid ounces pineapple juice', '2 fluid ounces orange juice', '1 cup ice cubes']","['In a cocktail mixer full of ice, combine the spiced rum, coconut rum, grenadine, pineapple juice and orange juice. Shake vigorously and strain into glass full of ice.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6766235.jpg,"243 calories; protein 1.6g; carbohydrates 26.5g; fat 1.8g; cholesterol 11.6mg; sodium 22.6mg.
                                Full Nutrition"
