,title,ingredients,instructions,picture_link,nutrition_text
0,My Amish Friend's Caramel Corn,"['7 quarts plain popped popcorn', '2 cups dry roasted peanuts  (Optional)', '2 cups brown sugar', '½ cup light corn syrup', '1 teaspoon salt', '1 cup margarine', '½ teaspoon baking soda', '1 teaspoon vanilla extract']","['Place the popped popcorn into two shallow greased baking pans. You may use roasting pans, jelly roll pans, or disposable roasting pans. Add the peanuts to the popped corn if using. Set aside.', 'Preheat the oven to 250 degrees F (120 degrees C). Combine the brown sugar, corn syrup, margarine and salt in a saucepan. Bring to a boil over medium heat, stirring enough to blend. Once the mixture begins to boil, boil for 5 minutes while stirring constantly.', ""Remove from the heat, and stir in the baking soda and vanilla. The mixture will be light and foamy. Immediately pour over the popcorn in the pans, and stir to coat. Don't worry too much at this point about getting all of the corn coated."", 'Bake for 1 hour, removing the pans, and giving them each a good stir every 15 minutes. Line the counter top with waxed paper. Dump the corn out onto the waxed paper and separate the pieces. Allow to cool completely, then store in airtight containers or resealable bags.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1073039.jpg,"238 calories; protein 3.4g; carbohydrates 21.9g; fat 16.3g; sodium 387.6mg.
                                Full Nutrition"
1,Miso-Glazed Black Cod,"['3 tablespoons white miso paste', '2 tablespoons water', '2 tablespoons mirin (Japanese sweet wine)', '2 tablespoons sake', '1 tablespoon brown sugar', '2 (7 ounce) black cod fillets']","[""Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil and lightly grease the aluminum foil."", 'Whisk miso paste, water, mirin, sake, and brown sugar together in a small skillet over medium heat until mixture simmers and thickens slightly, 1 to 3 minutes. Remove from heat and cool completely.', 'Place cod fillets on prepared baking sheet. Brush fillets all over with miso mixture. Rest fillets at room temperature to quickly marinate, 15 to 20.', 'Broil fillets in the preheated oven for 5 minutes. Turn the baking sheet 180 degrees and continue broiling until fish flakes easily with a fork, about 5 minutes more. Remove pin bones.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3470534.jpg,"290 calories; protein 37.3g; carbohydrates 20.9g; fat 1.9g; cholesterol 71.9mg; sodium 846.5mg.
                                Full Nutrition"
2,Spicy Tuna Fish Cakes,"['1 large potato, peeled and cubed', '4 (3 ounce) cans tuna, drained', '1  egg', '¼ cup chopped onion', '1 tablespoon Dijon mustard', '1 tablespoon dry breadcrumbs, or as needed', '1\u2009½ teaspoons garlic powder', '1 teaspoon Italian seasoning', '¼ teaspoon cayenne pepper', 'salt and ground black pepper to taste', '1 tablespoon olive oil']","['Place the potato into a small pot and cover with salted water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two, then mash the potato with a potato masher or fork in a large bowl.', 'Mix the tuna, egg, onion, Dijon mustard, bread crumbs, garlic powder, Italian seasoning, cayenne pepper, salt, and pepper into the mashed potato until well-blended. Divide the tuna mixture into 8 equal portions and shape into patties.', 'Heat the olive oil in a skillet over medium heat. Pan fry the tuna patties until browned and crisp, about 3 minutes on each side.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3547331.jpg,"237 calories; protein 25.2g; carbohydrates 20.7g; fat 5.6g; cholesterol 72mg; sodium 209.7mg.
                                Full Nutrition"
3,Lamb Chops with Balsamic Reduction,"['¾ teaspoon dried rosemary', '¼ teaspoon dried basil', '½ teaspoon dried thyme', 'salt and pepper to taste', '4  lamb chops (3/4 inch thick)', '1 tablespoon olive oil', '¼ cup minced shallots', '⅓ cup aged balsamic vinegar', '¾ cup chicken broth', '1 tablespoon butter']","['In a small bowl or cup, mix together the rosemary, basil, thyme, salt and pepper. Rub this mixture onto the lamb chops on both sides. Place them on a plate, cover and set aside for 15 minutes to absorb the flavors.', 'Heat olive oil in a large skillet over medium-high heat. Place lamb chops in the skillet, and cook for about 3 1/2 minutes per side for medium rare, or continue to cook to your desired doneness. Remove from the skillet, and keep warm on a serving platter.', ""Add shallots to the skillet, and cook for a few minutes, just until browned. Stir in vinegar, scraping any bits of lamb from the bottom of the skillet, then stir in the chicken broth. Continue to cook and stir over medium-high heat for about 5 minutes, until the sauce has reduced by half. If you don't, the sauce will be runny and not good. Remove from heat, and stir in the butter. Pour over the lamb chops, and serve.""]",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F31252.jpg,"255 calories; protein 14.6g; carbohydrates 5g; fat 19.3g; cholesterol 63.9mg; sodium 70.4mg.
                                Full Nutrition"
4,Bottom Round Roast with Onion Gravy,"['6  onions, sliced', '1 (4 pound) bottom round roast', 'salt and pepper to taste', '1  bay leaf', '1 tablespoon white vinegar', '1 tablespoon all-purpose flour', '1 cup water']","['Place sliced onions in the bottom of a Dutch oven or stock pot. Season the roast with salt and pepper, and place on top of the onions. Add the vinegar and bay leaf to the pan, and heat over high heat to get it simmering. Reduce heat to low, cover, and simmer for 3 to 4 hours. Try not to take the lid off while cooking.', 'When the roast is done, remove it from the pan to a serving platter. Mix the flour into the water, and pour into the drippings from the roast. Simmer over medium heat, stirring frequently until thickened. Carve roast, and serve with the pan gravy.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4478698.jpg,"413 calories; protein 39.3g; carbohydrates 11.3g; fat 22.5g; cholesterol 127mg; sodium 167.5mg.
                                Full Nutrition"
5,Red Skinned Potato Salad,"['2 pounds clean, scrubbed new red potatoes', '6  eggs', '1 pound bacon', '1  onion, finely chopped', '1 stalk celery, finely chopped', '2 cups mayonnaise', 'salt and pepper to taste']","['Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain and set in the refrigerator to cool.', 'Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop.', 'Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.', 'Chop the cooled potatoes, leaving skin on. Add to a large bowl, along with the eggs, bacon, onion and celery. Add mayonnaise, salt and pepper to taste. Chill for an hour before serving.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F96575.jpg,"430 calories; protein 9.5g; carbohydrates 16.2g; fat 36.9g; cholesterol 120.6mg; sodium 535.8mg.
                                Full Nutrition"
6,Atsara (Papaya Relish),"['4 cups grated fresh green papaya', '¼ cup salt', '1  carrot, peeled and sliced', '1  red bell pepper, sliced into long strips', '1 (2 inch) piece fresh ginger root, peeled and sliced', '2  green chile peppers, sliced into thin rings', '1 (1.5 ounce) box raisins', '1 cup white vinegar', '1 cup water', '1 cup white sugar', '1 teaspoon salt']","['Toss the grated papaya with 1/4 cup salt together in a large bowl; allow to sit for 1 hour. Drain the liquid from the papaya and rinse thoroughly. Place the papaya in the middle of a large piece of cheesecloth and squeeze to drain as much liquid from the papaya as possible.', 'Combine the papaya, carrot, red bell pepper, ginger, green chile peppers, and raisins together in a clean large bowl; mix. Transfer the mixture to clean, dry jars with lids.', 'Stir the vinegar, water, sugar and 1 teaspoon salt together in a small saucepan; bring to a boil for 5 minutes. Pour the vinegar mixture into the jars, making sure the vegetables are completely submerged in liquid. Allow the vegetables to marinate in the liquid at least 1 day before using. Store in refrigerator between uses.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4041199.jpg,"112 calories; protein 1g; carbohydrates 28.2g; fat 0.2g; sodium 241mg.
                                Full Nutrition"
7,Roasted Pumpkin Seeds,"['1\u2009½ cups raw whole pumpkin seeds', '2 teaspoons butter, melted', '1 pinch salt']","['Preheat oven to 300 degrees F (150 degrees C).', 'Toss seeds in a bowl with the melted butter and salt. Spread the seeds in a single layer on a baking sheet and bake for about 45 minutes or until golden brown; stir occasionally.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F729337.jpg,"83 calories; protein 3g; carbohydrates 8.6g; fat 4.5g; cholesterol 3.6mg; sodium 12.5mg.
                                Full Nutrition"
8,Garlic Cheddar Chicken,"['½ cup butter', '4 cloves garlic, minced', '¾ cup dry bread crumbs', '½ cup freshly grated Parmesan cheese', '1\u2009½ cups shredded Cheddar cheese', '¼ teaspoon dried parsley', '¼ teaspoon dried oregano', '¼ teaspoon ground black pepper', '⅛ teaspoon salt', '8  skinless, boneless chicken breast halves - pounded thin']","['Preheat oven to 350 degrees F (175 degrees C).', 'Melt the butter in a saucepan over low heat, and cook the garlic until tender, about 5 minutes.', 'In a shallow bowl, mix the bread crumbs, Parmesan cheese, Cheddar cheese, parsley, oregano, pepper, and salt.', 'Dip each chicken breast in the garlic butter to coat, then press into the bread crumb mixture. Arrange the coated chicken breasts in a 9x13 inch baking dish. Drizzle with any remaining butter and top with any remaining bread crumb mixture.', 'Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F226552.jpg,"400 calories; protein 34.5g; carbohydrates 8.4g; fat 24.9g; cholesterol 129.2mg; sodium 488.1mg.
                                Full Nutrition"
9,Lebanese Mountain Bread,"['½ cup bread flour', '1 teaspoon active dry yeast', '1 teaspoon white sugar', '½ cup warm water', '¾ teaspoon kosher salt', '1 tablespoon olive oil, plus extra to coat bowl', '1 cup bread flour, or more as needed']","['Place 1/2 cup flour, yeast, and sugar in a mixing bowl. Pour in warm water. Whisk together thoroughly, 2 to 3 minutes. Cover bowl and let sit until mixture gets bubbly, 30 to 60 minutes. Drizzle in olive oil; add salt and 1 cup flour. Mix together until mixture forms a sticky (not wet) dough ball that pulls away from the sides of the bowl. If mixture seems too wet, add a bit more flour.', 'Lightly flour a work surface. Knead dough until it is soft, supple, and slightly elastic, about 2 minutes. Pour a few drops of olive oil in a bowl. Transfer dough ball to bowl and turn to coat surface with oil.', 'Cover bowl and place in a warm spot. Let dough rise until it has doubled in size, 60 to 90 minutes. Transfer dough to work surface and knead to remove air bubbles, about 1 minute. Transfer to zip top plastic bag; refrigerate 8 hours or overnight.', 'Lightly flour a work surface; dough may be sticky so make sure you use enough flour to keep dough from sticking to the surface or your hands (but less flour is best). Break off a piece of dough slightly smaller than a golf ball. Roll into a smooth ball. Flatten and roll out into a circle about 1/8-inch thick.', 'Invert a smooth mixing bowl on work surface; lightly flour the bottom. Lightly stretch the dough and place dough circle on the floured surface of the inverted bowl. Gently stretch dough evenly down the sides of the bowl, working your way around the edges, until it is very thin and translucent, or as thin as you can get it without tearing it.', 'Heat a cast iron skillet over high heat. Flour your hands and carefully remove dough circle from bottom of bowl. Transfer to hot skillet. Cook until blisters form and begin to brown, about 45 to 60 seconds per side. Transfer to a dish and cover, using dish inverted over it to allow bread to steam and stay moist and supple.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4535952.jpg,"47 calories; protein 1.2g; carbohydrates 6.4g; fat 1.9g; sodium 180.9mg.
                                Full Nutrition"
