,title,ingredients,instructions,picture_link,nutrition_text
0,Basic Cream Cheese Frosting,"['½ cup butter, softened', '8 ounces cream cheese', ""4 cups confectioners' sugar"", '2 teaspoons vanilla extract']","['Beat softened butter and cream cheese until well blended.', 'Add powdered sugar and vanilla. Beat until creamy.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5348159.jpg,"292 calories; protein 1.5g; carbohydrates 40.4g; fat 14.3g; cholesterol 41.1mg; sodium 110.9mg.
                                Full Nutrition"
1,Bread Pudding II,"['6 slices day-old bread', '2 tablespoons butter, melted', '½ cup raisins  (Optional)', '4  eggs, beaten', '2 cups milk', '¾ cup white sugar', '1 teaspoon ground cinnamon', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C).', 'Break bread into small pieces into an 8 inch square baking pan. Drizzle melted butter or margarine over bread. If desired, sprinkle with raisins.', 'In a medium mixing bowl, combine eggs, milk, sugar, cinnamon, and vanilla. Beat until well mixed. Pour over bread, and lightly push down with a fork until bread is covered and soaking up the egg mixture.', 'Bake in the preheated oven for 45 minutes, or until the top springs back when lightly tapped.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5941077.jpg,"165 calories; protein 4.6g; carbohydrates 26.5g; fat 4.8g; cholesterol 70.3mg; sodium 139.6mg.
                                Full Nutrition"
2,The Best Meatloaf I've Ever Made,"['1 tablespoon butter', '¼ cup minced onion', '2 cloves garlic, minced', '1\u2009½ teaspoons salt', '1\u2009½ teaspoons freshly ground black pepper', '2 pounds extra-lean ground beef', '3 slices bread, toasted and crumbled', '7  buttery round crackers, crushed', '1  egg, lightly beaten', '3\u2009½ tablespoons sour cream', '1\u2009½ tablespoons Worcestershire sauce', '1 (15 ounce) can tomato sauce, divided', '¼ cup milk  (Optional)', '3 tablespoons ketchup']","['Preheat oven to 350 degrees F (175 degrees C).', 'Melt the butter in a skillet over medium heat, and cook the onion and garlic 5 minutes, until onion is tender. Remove from heat, and season with salt and pepper.', 'In a large bowl, mix the onion and garlic, beef, crumbled bread, crushed crackers, egg, sour cream, Worcestershire sauce, and 1/2 can tomato sauce. Gradually stir in the milk 1 teaspoon at a time until mixture is moist, but not soggy. Transfer the mixture to a 5x9 inch loaf pan.', 'Bake uncovered in the preheated oven 40 minutes. Increase oven temperature to 400 degrees F (200 degrees C), and continue baking 15 minutes, to an internal temperature of 160 degrees F (70 degrees C).', 'In a small bowl, mix the remaining tomato sauce and ketchup. Pour over the top of the meatloaf, and continue baking 10 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F265924.jpg,"213 calories; protein 17.9g; carbohydrates 8.7g; fat 11.6g; cholesterol 76.1mg; sodium 648.6mg.
                                Full Nutrition"
3,Banana Muffins II,"['1\u2009½ cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '½ teaspoon salt', '3 large bananas, mashed', '¾ cup white sugar', '1  egg', '⅓ cup butter, melted']","['Preheat oven to 350 degrees F (175 degrees C). Coat muffin pans with non-stick spray, or use paper liners. Sift together the flour, baking powder, baking soda, and salt; set aside.', 'Combine bananas, sugar, egg, and melted butter in a large bowl. Fold in flour mixture, and mix until smooth. Scoop into muffin pans.', 'Bake in preheated oven. Bake mini muffins for 10 to 15 minutes, and large muffins for 25 to 30 minutes. Muffins will spring back when lightly tapped.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F187952.jpg,"187 calories; protein 2.6g; carbohydrates 32.3g; fat 5.8g; cholesterol 29.1mg; sodium 274.6mg.
                                Full Nutrition"
4,Sloppy Joes II,"['1 pound lean ground beef', '¼ cup chopped onion', '¼ cup chopped green bell pepper', '½ teaspoon garlic powder', '1 teaspoon prepared yellow mustard', '¾ cup ketchup', '3 teaspoons brown sugar', 'salt to taste', 'ground black pepper to taste']","['In a medium skillet over medium heat, brown the ground beef, onion, and green pepper; drain off liquids.', 'Stir in the garlic powder, mustard, ketchup, and brown sugar; mix thoroughly. Reduce heat, and simmer for 30 minutes. Season with salt and pepper.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F747244.jpg,"189 calories; protein 15.1g; carbohydrates 11.2g; fat 9.4g; cholesterol 49.6mg; sodium 416.3mg.
                                Full Nutrition"
5,Spaghetti Sauce with Ground Beef,"['1 pound ground beef', '1  onion, chopped', '4 cloves garlic, minced', '1 small green bell pepper, diced', '1 (28 ounce) can diced tomatoes', '1 (16 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '2 teaspoons dried oregano', '2 teaspoons dried basil', '1 teaspoon salt', '½ teaspoon black pepper']","['Combine ground beef, onion, garlic, and green pepper in a large saucepan.  Cook and stir until meat is brown and vegetables are tender. Drain grease.', 'Stir diced tomatoes, tomato sauce, and tomato paste into the pan. Season with oregano, basil, salt, and pepper. Simmer spaghetti sauce for 1 hour, stirring occasionally.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F667748.jpg,"185 calories; protein 12.4g; carbohydrates 15g; fat 9.3g; cholesterol 34.8mg; sodium 930.8mg.
                                Full Nutrition"
6,Quick Tartar Sauce,"['1 cup mayonnaise', '2 teaspoons sweet pickle relish', '1 teaspoon prepared yellow mustard', '1 teaspoon lemon juice']","['Stir the mayonnaise, relish, mustard, and lemon juice together in a bowl.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F423175.jpg,"200 calories; protein 0.3g; carbohydrates 1.4g; fat 21.9g; cholesterol 10.4mg; sodium 173.9mg.
                                Full Nutrition"
7,Vietnamese Fresh Spring Rolls,"['2 ounces rice vermicelli', '8  rice wrappers (8.5 inch diameter)', '8 large cooked shrimp - peeled, deveined and cut in half', '1\u2009⅓ tablespoons chopped fresh Thai basil', '3 tablespoons chopped fresh mint leaves', '3 tablespoons chopped fresh cilantro', '2 leaves lettuce, chopped', '4 teaspoons fish sauce', '¼ cup water', '2 tablespoons fresh lime juice', '1 clove garlic, minced', '2 tablespoons white sugar', '½ teaspoon garlic chili sauce', '3 tablespoons hoisin sauce', '1 teaspoon finely chopped peanuts']","['Bring a medium saucepan of water to boil. Boil rice vermicelli 3 to 5 minutes, or until al dente, and drain.', 'Fill a large bowl with warm water. Dip one wrapper into the hot water for 1 second to soften. Lay wrapper flat. In a row across the center, place 2 shrimp halves, a handful of vermicelli, basil, mint, cilantro and lettuce, leaving about 2 inches uncovered on each side. Fold uncovered sides inward, then tightly roll the wrapper, beginning at the end with the lettuce. Repeat with remaining ingredients.', 'In a small bowl, mix the fish sauce, water, lime juice, garlic, sugar and chili sauce.', 'In another small bowl, mix the hoisin sauce and peanuts.', 'Serve rolled spring rolls with the fish sauce and hoisin sauce mixtures.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5265636.jpg,"82 calories; protein 3.3g; carbohydrates 15.8g; fat 0.7g; cholesterol 10.8mg; sodium 305.4mg.
                                Full Nutrition"
8,Roasted Pork Loin,"['3 cloves garlic, minced', '1 tablespoon dried rosemary', 'salt and pepper to taste', '2 pounds boneless pork loin roast', '¼ cup olive oil', '½ cup white wine']","['Preheat oven to 350 degrees F (175 degrees C).', 'Crush garlic with rosemary, salt and pepper, making a paste. Pierce meat with a sharp knife in several places and press the garlic paste into the openings. Rub the meat with the remaining garlic mixture and olive oil.', 'Place pork loin into oven, turning and basting with pan liquids. Cook until the pork is no longer pink in the center, about 1 hour. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C). Remove roast to a platter. Heat the wine in the pan and stir to loosen browned bits of food on the bottom.  Serve with pan juices.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F609715.jpg,"238 calories; protein 18.4g; carbohydrates 1.1g; fat 16.2g; cholesterol 53.7mg; sodium 42.9mg.
                                Full Nutrition"
9,Pasta Salad,"['1 pound tri-colored spiral pasta', '6 tablespoons salad seasoning mix', '1 (16 ounce) bottle Italian-style salad dressing', '2 cups cherry tomatoes, diced', '1  green bell pepper, chopped', '1  red bell pepper, diced', '½  yellow bell pepper, chopped', '1 (2.25 ounce) can black olives, chopped']","['In a large pot of salted boiling water, cook pasta until al dente, rinse under cold water and drain.', 'Whisk together the salad spice mix and Italian dressing.', 'In a salad bowl, combine the pasta, cherry tomatoes, bell peppers and olives. Pour dressing over salad; toss and refrigerate overnight.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3512373.jpg,"400 calories; protein 7.9g; carbohydrates 39g; fat 24.8g; cholesterol 2.7mg; sodium 1904.2mg.
                                Full Nutrition"
10,To Die For Fettuccine Alfredo,"['24 ounces dry fettuccini pasta', '1 cup butter', '¾ pint heavy cream', 'salt and pepper to taste', '1 dash garlic salt', '¾ cup grated Romano cheese', '½ cup grated Parmesan cheese']","['Bring a large pot of lightly salted water to a boil. Add fettuccini and cook for 8 to 10 minutes or until al dente; drain.', 'In a large saucepan, melt butter into cream over low heat. Add salt, pepper and garlic salt.  Stir in cheese over medium heat until melted; this will thicken the sauce.', 'Add pasta to sauce. Use enough of the pasta so that all of the sauce is used and the pasta is thoroughly coated. Serve immediately.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8135663.jpg,"964 calories; protein 23.7g; carbohydrates 84g; fat 61.2g; cholesterol 184.2mg; sodium 581.6mg.
                                Full Nutrition"
11,The Best Banana Pudding,"['1 (5 ounce) package instant vanilla pudding mix', '2 cups cold milk', '1 (14 ounce) can sweetened condensed milk', '1 tablespoon vanilla extract', '1 (12 ounce) container frozen whipped topping, thawed', '1 (16 ounce) package vanilla wafers', '14  bananas, sliced']","['In a large mixing bowl, beat pudding mix and milk 2 minutes.  Blend in condensed milk until smooth.  Stir in vanilla and fold in whipped topping.  Layer wafers, bananas and pudding mixture in a glass serving bowl.  Chill until serving.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F771986.jpg,"329 calories; protein 4.2g; carbohydrates 56.9g; fat 9.6g; cholesterol 8.6mg; sodium 205.2mg.
                                Full Nutrition"
